Show,Artists,Date,Days Elapsed,Day of Year,Sin Day of Year,Cos Day of Year,Day of Week,Sin Day of Week,Cos Day of Week,Tickets Sold,Total GBOR,Total GBOR Numeric,Advance Ticket Price,Artist Fee,Deal,Scan Count,Bar Sales,Bar Sales Numeric,GBOR Bar Sales Ratio,Bar Sales Per Head,Net Income,Spotify Followers,Spotify Followers Max,artist1_genres,artist2_genres,combined_genres
PAPADOSIO,PAPADOSIO,2012-10-25,2666,299,-0.9070138128026362,0.4211008707960891,4,0.4338837391175582,-0.900968867902419,418.0,"$6,877.00",6877.0,$16,,,,,,,,,103510,103510,,,
DINOSAUR JR. ,DINOSAUR JR.,2012-10-26,2667,300,-0.8996308696522434,0.4366512319560638,5,-0.433883739117558,-0.9009688679024191,740.0,"$15,038.00",15038.0,$20,,,,,,,,,563286,563286,"noise rock,grunge,alternative rock,power pop",,"noise rock,alternative rock,power pop,grunge"
BARSTOOL BLACKOUT,BARSTOOL BLACKOUT,2012-10-31,2672,305,-0.858763958275803,0.5123714121284235,3,0.9749279121818236,-0.2225209339563143,775.0,"$17,825.00",17825.0,$23,,,,,,,,,34370,34370,metalcore,,metalcore
WHITE DENIM (BONNAROO 365 TOUR),WHITE DENIM,2012-11-02,2674,307,-0.8406184056344783,0.5416278206559811,5,-0.433883739117558,-0.9009688679024191,138.0,"$1,746.00",1746.0,$12,,,,,,,,,142925,142925,,,
CHRIS ROBINSON BROTHERHOOD,CHRIS ROBINSON BROTHERHOOD,2012-11-04,2676,309,-0.8214765533024145,0.5702422926917867,7,-0.7818314824680299,0.6234898018587334,308.0,"$5,631.00",5631.0,$18,,,,,,,,,68843,68843,"southern rock,modern blues",,"southern rock,modern blues"
DONAVON FRANKENREITER,DONAVON FRANKENREITER,2012-11-05,2677,310,-0.8115390590073611,0.5842981736283683,1,0.0,1.0,204.0,"$3,130.00",3130.0,$15,,,,,,,,,398284,398284,surf rock,,surf rock
REPTAR / RUBBLEBUCKET,"REPTAR, RUBBLEBUCKET",2012-11-07,2679,312,-0.7909456567567774,0.6118864012687242,3,0.9749279121818236,-0.2225209339563143,373.0,"$5,895.00",5895.0,$15,,,,,,,,,"130,84622",84622,,,
AGAINST ME!,AGAINST ME!,2012-11-08,2680,313,-0.780295851070776,0.6254105729852457,4,0.4338837391175582,-0.900968867902419,305.0,"$4,646.00",4646.0,$15,,,,,,,,,303962,303962,"folk punk,punk,skate punk",,"folk punk,punk,skate punk"
STEEP CANYON RANGERS,STEEP CANYON RANGERS,2012-11-09,2681,314,-0.7694148268839381,0.6387494220515268,5,-0.433883739117558,-0.9009688679024191,291.0,"$4,429.00",4429.0,$15,,,,,,,,,59573,59573,"bluegrass,newgrass,americana",,"americana,newgrass,bluegrass"
FIGHTING JAMESONS,FIGHTING JAMESONS,2012-11-10,2682,315,-0.7583058084785625,0.6518989958787125,6,-0.9749279121818236,-0.2225209339563146,127.0,"$1,340.00",1340.0,$10,,,,,,,,,1908,1908,"celtic rock,celtic",,"celtic,celtic rock"
MACKLEMORE / RYAN LEWS,"MACKLEMORE, RYAN LEWS",2012-11-11,2683,316,-0.7469720876965551,0.6648553979642866,7,-0.7818314824680299,0.6234898018587334,765.0,"$11,493.00",11493.0,$15,,,,,,,,,"2550275,3950",2550275,,,
YELAWOLF,YELAWOLF,2012-11-13,2685,318,-0.7236440382959124,0.690173388242972,2,0.7818314824680298,0.6234898018587336,370.0,"$7,558.00",7558.0,$20,,,,,,,,,2303036,2303036,"country hip hop,southern hip hop",,"country hip hop,southern hip hop"
YELLOW DUBMARINE,YELLOW DUBMARINE,2012-11-15,2687,320,-0.6994583270516471,0.7146733860429608,4,0.4338837391175582,-0.900968867902419,42.0,$457.00,457.0,$12,,,,,,,,,3743,3743,,,
CARBON LEAF,CARBON LEAF,2012-11-16,2688,321,-0.6870527672236675,0.7266075247685652,5,-0.433883739117558,-0.9009688679024191,550.0,"$8,895.00",8895.0,$16,,,,,,,,,32411,32411,"celtic rock,celtic",,"celtic,celtic rock"
YEASAYER,YEASAYER,2012-11-17,2689,322,-0.6744436188329457,0.7383263540031063,6,-0.9749279121818236,-0.2225209339563146,613.0,"$11,195.00",11195.0,$18,,,,,,,,,215158,215158,,,
BREAK SCIENCE / MICHAL MENERT,"BREAK SCIENCE, MICHAL MENERT",2012-11-18,2690,323,-0.661634618242279,0.749826401204568,7,-0.7818314824680299,0.6234898018587334,121.0,"$1,875.00",1875.0,$15,,,,,,,,,"55471,33199",55471,,glitch,glitch
LOVE CANON,LOVE CANON,2012-11-21,2693,326,-0.622046748440868,0.7829801036770624,3,0.9749279121818236,-0.2225209339563143,571.0,"$4,880.00",4880.0,$8,,,,,,,,,10139,10139,"bluegrass,newgrass",,"newgrass,bluegrass"
GROOVE TRAIN,GROOVE TRAIN,2012-11-23,2695,328,-0.594726686960764,0.8039279618328208,5,-0.433883739117558,-0.9009688679024191,554.0,"$5,742.00",5742.0,$10,,,,,,,,,2212,2212,jazz,,jazz
HACKENSAW BOYS,HACKENSAW BOYS,2012-11-24,2696,329,-0.5808002734538013,0.8140460935082175,6,-0.9749279121818236,-0.2225209339563146,331.0,"$5,462.00",5462.0,$16,,,,,,,,,27707,27707,"bluegrass,newgrass,gothic country,americana,alt country",,"gothic country,newgrass,alt country,bluegrass,americana"
BIG GIGANTIC,BIG GIGANTIC,2012-11-27,2699,332,-0.5380051715382992,0.8429415373547832,2,0.7818314824680298,0.6234898018587336,750.0,"$15,154.00",15154.0,$20,,,,,,,,,261171,261171,,,
PARACHUTE,PARACHUTE,2012-11-29,2701,334,-0.5086709438521042,0.8609610158889945,4,0.4338837391175582,-0.900968867902419,511.0,"$8,761.00",8761.0,$18,,,,,,,,,639277,639277,,,
PARACHUTE,PARACHUTE,2012-11-30,2702,335,-0.4937755501599773,0.8695893893466109,5,-0.433883739117558,-0.9009688679024191,809.0,"$14,111.00",14111.0,$18,,,,,,,,,639277,639277,,,
PENTATONIX,PENTATONIX,2012-12-02,2704,337,-0.4635502709028512,0.8860706215341378,7,-0.7818314824680299,0.6234898018587334,809.0,"$15,494.00",15494.0,$20,,,,,,,,,3921835,3921835,christmas,,christmas
ERIC HUTCHINSON,ERIC HUTCHINSON,2012-12-05,2707,340,-0.4171936026123169,0.9088176373395028,3,0.9749279121818236,-0.2225209339563143,163.0,"$4,113.00",4113.0,$25,,,,,,,,,155296,155296,,,
EDDIE FROM OHIO,EDDIE FROM OHIO,2012-12-15,2717,350,-0.2553532951161881,0.9668478136052772,6,-0.9749279121818236,-0.2225209339563146,338.0,"$6,816.00",6816.0,$20,,,,,,,,,4521,4521,rage rap,,rage rap
SONS OF BILL,SONS OF BILL,2012-12-22,2724,357,-0.1372787721132651,0.9905324521322229,6,-0.9749279121818236,-0.2225209339563146,802.0,"$11,570.00",11570.0,$15,,,,,,,,,9112,9112,"alt country,americana,red dirt",,"americana,alt country,red dirt"
BAABA SETH,BAABA SETH,2012-12-28,2730,363,-0.0344216116227458,0.9994074007397048,5,-0.433883739117558,-0.9009688679024191,361.0,"$5,268.00",5268.0,$15,,,,,,,,,105936,105936,afropop,,afropop
INFAMOUS STRING DUSTERS,INFAMOUS STRING DUSTERS,2012-12-31,2733,366,0.0172133561558339,0.9998518392091162,1,0.0,1.0,822.0,"$31,296.00",31296.0,$42,,,,,,,,,108066,108066,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
CODY PURVIS,CODY PURVIS,2013-01-05,2738,5,0.0859647987374464,0.9962981749346078,6,-0.9749279121818236,-0.2225209339563146,670.0,"$7,404.50",7404.5,$10,,,,,,,,,2307,2307,,,
YACHT ROCK REVUE,YACHT ROCK REVUE,2013-01-10,2743,10,0.1712931441814776,0.9852201067560606,4,0.4338837391175582,-0.900968867902419,177.0,"$1,023.00",1023.0,$12,,,,,,,,,13987,13987,,,
JIMI HENDRIX TRIBUTE BAND,JIMI HENDRIX TRIBUTE BAND,2013-01-10,2743,10,0.1712931441814776,0.9852201067560606,4,0.4338837391175582,-0.900968867902419,322.0,"$3,636.00",3636.0,$12,,,,,,,,,7039874,7039874,"psychedelic rock,classic rock,acid rock,blues rock",,"classic rock,blues rock,acid rock,psychedelic rock"
SHOWDOWN IN THE HOMETOWN,SHOWDOWN IN THE HOMETOWN,2013-01-12,2745,12,0.2051044998686192,0.9787400799669153,6,-0.9749279121818236,-0.2225209339563146,313.0,"$1,360.00",1360.0,$5,,,,,,,,,27982,27982,,,
JON SPENCER BLUES EXPLOSION,JON SPENCER BLUES EXPLOSION,2013-01-14,2747,14,0.2386727660059501,0.9711000518829505,1,0.0,1.0,140.0,"$1,727.00",1727.0,$15,,,,,,,,,111606,111606,"garage rock,blues rock",,"garage rock,blues rock"
DONNA THE BUFFALO,DONNA THE BUFFALO,2013-01-19,2752,19,0.3212696616923644,0.9469877530760752,6,-0.9749279121818236,-0.2225209339563146,528.0,"$7,745.00",7745.0,$15,,,,,,,,,21904,21904,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
YONDER MOUNTAIN STRING BAND,YONDER MOUNTAIN STRING BAND,2013-01-23,2756,23,0.385663406243607,0.9226395488404876,3,0.9749279121818236,-0.2225209339563143,838.0,"$19,359.00",19359.0,$25,,,,,,,,,153444,153444,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
YO LA TENGO,YO LA TENGO,2013-01-24,2757,24,0.401487989205973,0.9158642882672872,4,0.4338837391175582,-0.900968867902419,692.0,"$13,772.00",13772.0,$20,,,,,,,,,539536,539536,"dream pop,slowcore",,"slowcore,dream pop"
KAPSLAP,KAPSLAP,2013-01-25,2758,25,0.4171936026123168,0.9088176373395028,5,-0.433883739117558,-0.9009688679024191,702.0,"$11,250.00",11250.0,$15,,,,,,,,,35553,35553,,,
INDECISION,INDECISION,2013-01-26,2759,26,0.4327755925504312,0.901501684131884,6,-0.9749279121818236,-0.2225209339563146,331.0,"$4,008.00",4008.0,$12,,,,,,,,,11118,11118,"hardcore,hardcore punk,metalcore",,"hardcore punk,metalcore,hardcore"
PURITY RING,PURITY RING,2013-01-28,2761,28,0.4635502709028509,0.886070621534138,1,0.0,1.0,768.0,"$10,028.00",10028.0,$13,,,,,,,,,596983,596983,"witch house,indietronica,chillstep",,"indietronica,chillstep,witch house"
WALK THE MOON,WALK THE MOON,2013-01-29,2762,29,0.4787338401157884,0.8779600847008882,2,0.7818314824680298,0.6234898018587336,805.0,"$11,988.00",11988.0,$15,,,,,,,,,2173304,2173304,,,
CITIZEN COPE,CITIZEN COPE,2013-01-30,2763,30,0.4937755501599771,0.869589389346611,3,0.9749279121818236,-0.2225209339563143,755.0,"$19,303.00",19303.0,$25,,,,,,,,,356793,356793,,,
ROBERT EARL KEEN,ROBERT EARL KEEN,2013-02-01,2765,32,0.5234156073655503,0.8520775211013093,5,-0.433883739117558,-0.9009688679024191,797.0,"$19,379.00",19379.0,$25,,,,,,,,,189728,189728,"texas country,red dirt,alt country,americana",,"red dirt,alt country,americana,texas country"
JEFF MANGUM,JEFF MANGUM,2013-02-04,2768,35,0.5667017562911176,0.8239230057575542,1,0.0,1.0,763.0,"$19,851.00",19851.0,$26,,,,,,,,,44511,44511,folk punk,,folk punk
CONSPIRATOR / BREAK SCIENCE,"CONSPIRATOR, BREAK SCIENCE",2013-02-06,2770,37,0.5947266869607634,0.8039279618328213,3,0.9749279121818236,-0.2225209339563143,390.0,"$5,654.00",5654.0,$15,,,,,,,,,"32580,55471",55471,,,
RAILROAD EARTH,RAILROAD EARTH,2013-02-07,2771,38,0.6084768701151261,0.7935716089521474,4,0.4338837391175582,-0.900968867902419,562.0,"$11,587.00",11587.0,$22.5,,,,,,,,,104671,104671,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
RAILROAD EARTH,RAILROAD EARTH,2013-02-08,2772,39,0.6220467484408675,0.7829801036770629,5,-0.433883739117558,-0.9009688679024191,807.0,"$17,086.00",17086.0,$22.5,,,,,,,,,104671,104671,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
VUSI MAHLASELA,VUSI MAHLASELA,2013-02-09,2773,40,0.6354323008901774,0.7721565844991642,6,-0.9749279121818236,-0.2225209339563146,347.0,"$5,233.00",5233.0,$18,,,,,,,,,27524,27524,"afro soul,afropop",,"afropop,afro soul"
PUNCH BROTHERS,PUNCH BROTHERS,2013-02-11,2775,42,0.6616346182422783,0.7498264012045686,1,0.0,1.0,830.0,"$17,635.00",17635.0,$23,,,,,,,,,223570,223570,"bluegrass,newgrass,folk,americana",,"americana,folk,newgrass,bluegrass"
OLD 97s VALENTINE'S DAY,OLD 97s VALENTINE'S DAY,2013-02-14,2778,45,0.699458327051647,0.7146733860429609,4,0.4338837391175582,-0.900968867902419,478.0,"$8,448.00",8448.0,$18,,,,,,,,,100,100,,,
TR3,TR3,2013-02-15,2779,46,0.7116566222817746,0.7025274741691571,5,-0.433883739117558,-0.9009688679024191,250.0,"$3,165.00",3165.0,$15,,,,,,,,,1410,1410,hardstyle,,hardstyle
WHO'S BAD: TRIBUTE TO MICHAEL JACKSON,WHO'S BAD,2013-02-16,2780,47,0.7236440382959124,0.6901733882429719,6,-0.9749279121818236,-0.2225209339563146,793.0,"$11,711.00",11711.0,$15,,,,,,,,,1088,1088,,,
ZOOGMA,ZOOGMA,2013-02-20,2784,51,0.7694148268839378,0.6387494220515272,3,0.9749279121818236,-0.2225209339563143,168.0,"$1,763.00",1763.0,$16,,,,,,,,,20423,20423,,,
SAM BUSH & DEL MCCOURY,"SAM BUSH, DEL MCCOURY",2013-02-21,2785,52,0.7802958510707755,0.6254105729852463,4,0.4338837391175582,-0.900968867902419,497.0,"$16,661.00",16661.0,$37,,,,,,,,,"50941,54601",54601,"bluegrass,newgrass,americana","bluegrass,newgrass,americana","americana,newgrass,bluegrass"
LEGWARMERS,LEGWARMERS,2013-02-25,2789,56,0.8214765533024142,0.5702422926917871,1,0.0,1.0,807.0,"$12,340.00",12340.0,$16,,,,,,,,,94,94,,,
ZOSO,ZOSO,2013-03-02,2794,61,0.8674563547295969,0.4975132889071806,6,-0.9749279121818236,-0.2225209339563146,214.0,"$3,983.00",3983.0,$18,,,,,,,,,20,20,,,
TODD SNIDER,TODD SNIDER,2013-03-07,2799,66,0.907013812802636,0.4211008707960896,4,0.4338837391175582,-0.900968867902419,678.0,"$10,120.00",10120.0,$15,,,,,,,,,89129,89129,"alt country,americana,red dirt,texas country",,"americana,alt country,red dirt,texas country"
THE FIGHTING JAMESONS,THE FIGHTING JAMESONS,2013-03-09,2801,68,0.9209712877166346,0.3896304495307879,6,-0.9749279121818236,-0.2225209339563146,298.0,"$3,246.00",3246.0,$12,,,,,,,,,1908,1908,"celtic rock,celtic",,"celtic,celtic rock"
LUCERO,LUCERO,2013-03-19,2811,78,0.9741004551724204,0.2261156855082882,2,0.7818314824680298,0.6234898018587336,604.0,"$10,516.00",10516.0,$17,,,,,,,,,39,39,"melodic techno,melodic house,tribal house,indie dance",,"melodic techno,tribal house,indie dance,melodic house"
DJ SHADOW,DJ SHADOW,2013-03-28,2820,87,0.9973249731081556,0.0730951298980777,4,0.4338837391175582,-0.900968867902419,700.0,"$15,630.00",15630.0,$22,,,,,,,,,648961,648961,"trip hop,downtempo",,"downtempo,trip hop"
CAROLINA CHOCOLATE DROPS,CAROLINA CHOCOLATE DROPS,2013-04-01,2824,91,0.99999073973619,0.0043035382962442,1,0.0,1.0,702.0,"$15,598.00",15598.0,$22,,,,,,,,,145302,145302,"bluegrass,newgrass,americana,alt country,folk",,"folk,newgrass,alt country,bluegrass,americana"
FITZ & THE TANTRUMS,"FITZ, THE TANTRUMS",2013-04-04,2827,94,0.9988797155850336,-0.0473213883224318,4,0.4338837391175582,-0.900968867902419,750.0,"$15,188.00",15188.0,$20,,,,,,,,,"9704,964712",964712,,,
EXCISION,EXCISION,2013-04-04,2827,94,0.9988797155850336,-0.0473213883224318,4,0.4338837391175582,-0.900968867902419,570.0,"$14,357.00",14357.0,$25,,,,,,,,,754658,754658,"dubstep,riddim,deathstep,edm,dub,melodic bass,bass music",,"riddim,dub,edm,dubstep,deathstep,melodic bass,bass music"
MARC BROUSSARD,MARC BROUSSARD,2013-04-06,2829,96,0.9966589017541702,-0.0816763953304224,6,-0.9749279121818236,-0.2225209339563146,276.0,"$4,176.00",4176.0,$15,,,,,,,,,183598,183598,,,
THEY MIGHT BE GIANTS,THEY MIGHT BE GIANTS,2013-04-09,2832,99,0.9911140639934548,-0.1330147065341959,2,0.7818314824680298,0.6234898018587336,410.0,"$9,495.00",9495.0,$23,,,,,,,,,475930,475930,,,
IMMORTAL TECHNIQUE,IMMORTAL TECHNIQUE,2013-04-11,2834,101,0.9859481499638304,-0.1670516255021192,4,0.4338837391175582,-0.900968867902419,253.0,"$3,886.00",3886.0,$15,,,,,,,,,571302,571302,"hardcore hip hop,underground hip hop,east coast hip hop",,"hardcore hip hop,underground hip hop,east coast hip hop"
OVER THE RHINE,OVER THE RHINE,2013-04-12,2835,102,0.9829265519799822,-0.18399835165768,5,-0.433883739117558,-0.9009688679024191,259.0,"$5,240.00",5240.0,$20,,,,,,,,,33912,33912,indie folk,,indie folk
CHARLES BRADLEY,CHARLES BRADLEY,2013-04-13,2836,103,0.97961369164549,-0.200890555130635,6,-0.9749279121818236,-0.2225209339563146,528.0,"$10,868.00",10868.0,$20,,,,,,,,,526768,526768,"retro soul,soul,soul blues",,"retro soul,soul,soul blues"
R5,R5,2013-04-16,2839,106,0.9679377830240642,-0.2511900638848193,2,0.7818314824680298,0.6234898018587336,341.0,"$6,161.00",6161.0,$18 / $19 DOS,,,,,,,,,650008,650008,,,
COREY SMITH,COREY SMITH,2013-04-18,2841,108,0.9587178169872964,-0.2843591872810034,4,0.4338837391175582,-0.900968867902419,396.0,"$6,144.00",6144.0,$15,,,,,,,,,90807,90807,"texas country,red dirt,country",,"red dirt,country,texas country"
PAPADOSIO,PAPADOSIO,2013-04-21,2844,111,0.9427611433904208,-0.3334687789181868,7,-0.7818314824680299,0.6234898018587334,329.0,"$4,128.00",4128.0,$14,,,,,,,,,103510,103510,,,
JAKE SHIMABUKURO,JAKE SHIMABUKURO,2013-04-22,2845,112,0.9368813462954316,-0.3496474552512284,1,0.0,1.0,233.0,"$5,882.00",5882.0,$25,,,,,,,,,87731,87731,,,
KELLER WILLIAMS,KELLER WILLIAMS,2013-04-26,2849,116,0.9106046300942162,-0.4132786077829042,5,-0.433883739117558,-0.9009688679024191,591.0,"$10,804.00",10804.0,$18,,,,,,,,,123125,123125,"newgrass,bluegrass",,"newgrass,bluegrass"
JOHN MCCUTCHEON,JOHN MCCUTCHEON,2013-04-27,2850,117,0.9033558023246844,-0.4288919379124835,6,-0.9749279121818236,-0.2225209339563146,199.0,"$4,004.00",4004.0,$20,,,,,,,,,5688,5688,folk,,folk
BEATS ANTIQUE,BEATS ANTIQUE,2013-05-02,2855,122,0.8631421280499114,-0.5049610547215204,4,0.4338837391175582,-0.900968867902419,665.0,"$12,156.50",12156.5,$17.50 / $20 ,,,,,,,,,200133,200133,,,
THE MACHINE: TRIBUTE TO PINK FLOYD,THE MACHINE,2013-05-03,2856,123,0.854322169749827,-0.5197438121555155,5,-0.433883739117558,-0.9009688679024191,356.0,"$7,688.00",7688.0,$20,,,,,,,,,6998035,6998035,baroque pop,,baroque pop
SONS OF BILL,SONS OF BILL,2013-05-04,2857,124,0.8452490573530633,-0.5343725582809786,6,-0.9749279121818236,-0.2225209339563146,485.0,"$6,012.00",6012.0,$12,,,,,,,,,9112,9112,"alt country,americana,red dirt",,"americana,alt country,red dirt"
SPIN DOCTORS,SPIN DOCTORS,2013-05-05,2858,125,0.8359254794186372,-0.548842958284719,7,-0.7818314824680299,0.6234898018587334,183.0,"$4,767.00",4767.0,$25,,,,,,,,,705789,705789,,,
RYAN BINGHAM,RYAN BINGHAM,2013-05-11,2864,131,0.7748840413670407,-0.6321034111873487,6,-0.9749279121818236,-0.2225209339563146,432.0,"$9,891.00",9891.0,$22.50,,,,,,,,,550146,550146,"red dirt,texas country,alt country,americana,country",,"red dirt,country,alt country,americana,texas country"
DARK STAR ORCHESTRA,DARK STAR ORCHESTRA,2013-05-13,2866,133,0.7526668275320085,-0.6584015846980488,1,0.0,1.0,696.0,"$17,745.00",17745.0,$25/$27 DOS,,,,,,,,,8304,8304,,,
CHAMOMILE & WHISKEY,CHAMOMILE AND WHISKEY,2013-05-24,2877,144,0.6152845999633276,-0.7883050558305255,5,-0.433883739117558,-0.9009688679024191,422.0,"$5,287.00",5287.0,$12,,,,,,,,,1609,1609,,,
WATTS UP,WATTS UP,2013-05-30,2883,150,0.5307300481619334,-0.8475409228928311,4,0.4338837391175582,-0.900968867902419,212.0,"$3,440.00",3440.0,$15,,,,,,,,,239856,239856,"spoken word,chillstep",,"chillstep,spoken word"
COLD FORD,COLD FORD,2013-05-31,2884,151,0.5160623910158528,-0.8565509959010036,5,-0.433883739117558,-0.9009688679024191,440.0,"$9,144.00",9144.0,$20,,,,,,,,,1145429,1145429,"country hip hop,country,acoustic country,country rock",,"country rock,country hip hop,country,acoustic country"
HACKENSAW BOYS,HACKENSAW BOYS,2013-06-01,2885,152,0.5012418134457758,-0.865307254363206,6,-0.9749279121818236,-0.2225209339563146,256.0,"$3,963.00",3963.0,$15,,,,,,,,,27707,27707,"bluegrass,newgrass,gothic country,americana,alt country",,"gothic country,newgrass,alt country,bluegrass,americana"
CUT COPY,CUT COPY,2013-06-06,2890,157,0.4250003399695541,-0.9051931898913974,4,0.4338837391175582,-0.900968867902419,429.0,"$10,791.00",10791.0,$25,,,,,,,,,333827,333827,"indietronica,alternative dance,electronic rock,indie dance,new rave",,"alternative dance,indie dance,indietronica,electronic rock,new rave"
LANGHORNE SLIM / DAVID MAYFIELD,"LANGHORNE SLIM, DAVID MAYFIELD",2013-06-07,2891,158,0.4093559588156213,-0.9123747579707272,5,-0.433883739117558,-0.9009688679024191,274.0,"$3,458.00",3458.0,$12,,,,,,,,,"171205,3451",171205,"indie folk,americana","bluegrass,indie folk,newgrass,alt country,americana","indie folk,newgrass,alt country,bluegrass,americana"
AQUANETT,AQUANETT,2013-06-08,2892,159,0.3935902766564667,-0.9192859697186104,6,-0.9749279121818236,-0.2225209339563146,403.0,"$4,171.00",4171.0,$10,,,,,,,,,5923,5923,,,
HOT TUNA (ACOUSTIC),HOT TUNA,2013-06-09,2893,160,0.3777079652039649,-0.9259247771938498,7,-0.7818314824680299,0.6234898018587334,245.0,"$7,850.00",7850.0,$32,,,,,,,,,85659,85659,"blues rock,roots rock",,"blues rock,roots rock"
THE VACCINES,THE VACCINES,2013-06-12,2896,163,0.3294084822245304,-0.9441875088341992,3,0.9749279121818236,-0.2225209339563143,178.0,"$2,869.00",2869.0,$16,,,,,,,,,794424,794424,"indie,indie rock",,"indie rock,indie"
JAPANDROIDS,JAPANDROIDS,2013-06-20,2904,171,0.1966728897935764,-0.980469160361632,4,0.4338837391175582,-0.900968867902419,416.0,"$6,329.00",6329.0,$15,,,,,,,,,127803,127803,"noise rock,garage rock",,"garage rock,noise rock"
LOVE CANON,LOVE CANON,2013-06-21,2905,172,0.1797665857255624,-0.9837092937736096,5,-0.433883739117558,-0.9009688679024191,499.0,"$4,947.00",4947.0,$10,,,,,,,,,10139,10139,"bluegrass,newgrass",,"newgrass,bluegrass"
DELTA RAE,DELTA RAE,2013-06-22,2906,173,0.1628070129385171,-0.986657932891657,6,-0.9749279121818236,-0.2225209339563146,625.0,"$7,766.00",7766.0,$12,,,,,,,,,95833,95833,"gothic country,folk pop",,"gothic country,folk pop"
MANGO FISHTRAP,MANGO FISHTRAP,2013-06-23,2907,174,0.1457991969198751,-0.9893142039703664,7,-0.7818314824680299,0.6234898018587334,125.0,"$1,402.00",1402.0,$10,,,,,,,,,13766,13766,,,
ANDERS OSBORNE,ANDERS OSBORNE,2013-06-29,2913,180,0.0430222330045305,-0.99907411510223,6,-0.9749279121818236,-0.2225209339563146,282.0,"$4,389.00",4389.0,$15,,,,,,,,,62226,62226,"modern blues,blues rock,roots rock",,"blues rock,modern blues,roots rock"
DRIVE BY TRUCKERS,DRIVE BY TRUCKERS,2013-06-30,2914,181,0.025818440227133,-0.9996666485105112,7,-0.7818314824680299,0.6234898018587334,643.0,"$15,979.00",15979.0,$25,,,,,,,,,228041,228041,"alt country,southern rock,americana,roots rock,country rock",,"country rock,alt country,roots rock,americana,southern rock"
GREGORY ALAN ISAKOV,GREGORY ALAN ISAKOV,2013-07-11,2925,192,-0.1628070129385164,-0.9866579328916572,4,0.4338837391175582,-0.900968867902419,284.0,"$4,186.00",4186.0,$15,,,,,,,,,1015794,1015794,"indie folk,folk,folk pop",,"indie folk,folk pop,folk"
CODY PURVIS / SHOOTER JENNINGS,"CODY PURVIS, SHOOTER JENNINGS",2013-07-12,2926,193,-0.1797665857255621,-0.9837092937736098,5,-0.433883739117558,-0.9009688679024191,436.0,"$8,033.00",8033.0,$18,,,,,,,,,"2307,191821",191821,,"southern rock,alt country,red dirt,texas country","red dirt,southern rock,alt country,texas country"
KURT VILE,KURT VILE,2013-07-19,2933,200,-0.2967128192734901,-0.9549667548552552,5,-0.433883739117558,-0.9009688679024191,510.0,"$7,781.00",7781.0,$15,,,,,,,,,526529,526529,,,
SUPERUNKNOWN,SUPERUNKNOWN,2013-07-20,2934,201,-0.3131070409358267,-0.9497178427914316,6,-0.9749279121818236,-0.2225209339563146,211.0,"$2,256.00",2256.0,$10,,,,,,,,,34,34,,,
DAN DEACON,DAN DEACON,2013-07-25,2939,206,-0.3935902766564664,-0.9192859697186104,4,0.4338837391175582,-0.900968867902419,262.0,"$3,346.00",3346.0,$12,,,,,,,,,127565,127565,indietronica,,indietronica
REHAB,REHAB,2013-08-01,2946,213,-0.5012418134457756,-0.8653072543632061,4,0.4338837391175582,-0.900968867902419,115.0,"$1,543.00",1543.0,$13,,,,,,,,,2576391,2576391,"slap house,edm",,"edm,slap house"
THREE SHEETS TO THE WIND,THREE SHEETS TO THE WIND,2013-08-02,2947,214,-0.5160623910158526,-0.8565509959010037,5,-0.433883739117558,-0.9009688679024191,277.0,"$2,957.00",2957.0,$10,,,,,,,,,212046,212046,"philly soul,disco",,"philly soul,disco"
BELLA MORTE,BELLA MORTE,2013-08-03,2948,215,-0.5307300481619331,-0.8475409228928312,6,-0.9749279121818236,-0.2225209339563146,313.0,"$3,266.00",3266.0,$10,,,,,,,,,21462,21462,"deathrock,darkwave,industrial,ebm,post-punk,cold wave,gothic metal",,"deathrock,cold wave,darkwave,post-punk,industrial,gothic metal,ebm"
THE MOWGLIS,THE MOWGLIS,2013-08-09,2954,221,-0.6152845999633277,-0.7883050558305253,5,-0.433883739117558,-0.9009688679024191,249.0,"$2,573.00",2573.0,$10,,,,,,,,,274473,274473,,,
NEW POTATO CABOOSE,NEW POTATO CABOOSE,2013-08-10,2955,222,-0.6287628145958345,-0.7775971469736268,6,-0.9749279121818236,-0.2225209339563146,169.0,"$2,200.00",2200.0,$12,,,,,,,,,475,475,,,
DARK STAR ORCHESTRA,DARK STAR ORCHESTRA,2013-08-11,2956,223,-0.6420547132365636,-0.7666588193001592,7,-0.7818314824680299,0.6234898018587334,655.0,"$16,616.00",16616.0,$25,,,,,,,,,8304,8304,,,
DAVID BOWIE TRIBUTE,DAVID BOWIE TRIBUTE,2013-08-17,2962,229,-0.7176769136759615,-0.6963762255968726,6,-0.9749279121818236,-0.2225209339563146,278.0,"$2,991.00",2991.0,$10,,,,,,,,,93,93,,,
AARON LEWIS,AARON LEWIS,2013-08-21,2966,233,-0.7638886127905429,-0.64534811322955,3,0.9749279121818236,-0.2225209339563143,545.0,"$23,550.00",23550.0,$35,,,,,,,,,898870,898870,country,,country
